timestamp,load,pressure
2020-02-14 14:45:22:879889,107.03480869565217,940
2020-02-14 14:45:23:138758,106.2558,941
2020-02-14 14:45:23:397349,100.48226086956521,957
2020-02-14 14:45:23:656607,104.53014782608696,920
2020-02-14 14:45:23:915070,102.7404,959
2020-02-14 14:45:24:173580,105.54581739130435,926
2020-02-14 14:45:24:432138,104.0469652173913,962
2020-02-14 14:45:27:862194,104.22939130434783,932
2020-02-14 14:45:31:720116,106.35933913043479,953
2020-02-14 14:45:31:978790,102.9721304347826,945
2020-02-14 14:45:32:237308,103.43066086956522,921
2020-02-14 14:45:32:496649,103.7659304347826,957
2020-02-14 14:45:32:755096,104.81611304347825,918
2020-02-14 14:45:33:013405,104.18008695652173,959
2020-02-14 14:45:33:270496,123.26086956521739,929
2020-02-14 14:45:33:529959,105.55567826086957,973
2020-02-14 14:45:33:788497,106.50232173913044,934
2020-02-14 14:45:34:047131,104.24418260869565,923
2020-02-14 14:45:34:306360,106.97071304347826,959
2020-02-14 14:45:34:566859,104.69778260869565,918
2020-02-14 14:45:34:826396,104.4364695652174,956
2020-02-14 14:45:35:085588,103.31233043478261,923
2020-02-14 14:45:35:344863,103.72155652173913,960
2020-02-14 14:45:35:603397,105.07742608695652,924
2020-02-14 14:45:35:860682,123.26086956521739,966
2020-02-14 14:45:36:119373,105.61484347826087,928
2020-02-14 14:45:36:377761,123.26086956521739,919
2020-02-14 14:45:36:887172,104.31320869565218,955
2020-02-14 14:45:37:146499,103.34684347826087,924
2020-02-14 14:45:37:409395,123.26086956521739,941
2020-02-14 14:45:37:668050,104.68299130434782,938
2020-02-14 14:45:37:927296,105.89587826086957,954
2020-02-14 14:45:38:186771,102.94254782608695,924
2020-02-14 14:45:38:446688,104.80132173913043,957
2020-02-14 14:45:38:705172,104.17022608695652,923
2020-02-14 14:45:38:964408,95.40884347826088,957
2020-02-14 14:45:39:220681,123.26086956521739,909
2020-02-14 14:45:39:479335,-143.36225217391308,959
2020-02-14 14:45:39:738096,-312.88046086956524,918
2020-02-14 14:45:39:999341,-366.0354782608696,932
2020-02-14 14:45:40:258787,123.26086956521739,884
2020-02-14 14:45:40:517398,105.15138260869566,819
2020-02-14 14:45:40:777070,104.6682,770
2020-02-14 14:45:41:036526,106.20649565217391,718
2020-02-14 14:45:41:295678,103.51940869565217,690
2020-02-14 14:45:41:554949,104.41181739130434,667
2020-02-14 14:45:41:813294,103.46517391304347,641
2020-02-14 14:45:42:071910,102.5185304347826,635
2020-02-14 14:45:42:330453,104.02724347826087,618
2020-02-14 14:45:42:589214,103.15948695652173,614
2020-02-14 14:45:42:849000,104.73722608695653,614
2020-02-14 14:45:43:107707,101.99590434782608,606
2020-02-14 14:45:43:366983,102.57276521739131,576
2020-02-14 14:45:43:626390,103.66732173913043,604
2020-02-14 14:45:43:885544,102.7404,605
2020-02-14 14:45:44:144844,105.64935652173912,610
2020-02-14 14:45:44:403309,106.06844347826086,606
2020-02-14 14:45:44:660529,123.26086956521739,612
