timestamp,load,pressure,Column2,Column3
2020-02-04 19:32:20:926263,3618.411574,948,926263,89812
2020-02-04 19:32:21:027235,3780.366496,949,027235,-899028
2020-02-04 19:32:21:116921,3929.581174,950,116921,89686
2020-02-04 19:32:21:206691,4091.343809,951,206691,89770
2020-02-04 19:32:21:306734,4267.483591,950,306734,100043
2020-02-04 19:32:21:396436,4434.837339,950,396436,89702
2020-02-04 19:32:21:486074,4569.719243,951,486074,89638
2020-02-04 19:32:21:576473,4697.683748,950,576473,90399
2020-02-04 19:32:21:676473,4782.137165,950,676473,100000
2020-02-04 19:32:21:766181,4874.203174,951,766181,89708
2020-02-04 19:32:21:856744,4972.338548,951,856744,90563
2020-02-04 19:32:21:956850,5057.388548,948,956850,100106
2020-02-04 19:32:22:046670,5079.698765,946,046670,-910180
2020-02-04 19:32:22:136346,5052.556722,945,136346,89676
2020-02-04 19:32:22:236294,5069.724496,946,236294,99948
2020-02-04 19:32:22:326102,5045.644252,950,326102,89808
2020-02-04 19:32:22:416501,4778.56753,950,416501,90399
2020-02-04 19:32:22:506217,4028.1948,950,506217,89716
2020-02-04 19:32:26:518574,3060.33073,947,518574,12357
2020-02-04 19:32:26:608496,2128.85327,950,608496,89922
2020-02-04 19:32:26:710042,2221.367948,950,710042,101546
2020-02-04 19:32:26:799781,1887.345783,948,799781,89739
2020-02-04 19:32:26:889471,1150.344391,947,889471,89690
2020-02-04 19:32:26:979310,552.1692522,946,979310,89839
2020-02-04 19:32:27:079427,291.018913,950,079427,-899883
2020-02-04 19:32:27:169086,219.8628783,949,169086,89659
2020-02-04 19:32:27:258748,209.5582696,951,258748,89662
2020-02-04 19:32:27:358573,210.164713,951,358573,99825
2020-02-04 19:32:27:448269,214.1090609,949,448269,89696
2020-02-04 19:32:27:537921,219.1430348,948,537921,89652
2020-02-04 19:32:27:637781,222.1358087,950,637781,99860
2020-02-04 19:32:27:727602,220.7257043,950,727602,89821
2020-02-04 19:32:27:817358,220.1389826,949,817358,89756
2020-02-04 19:32:27:917355,223.0578,950,917355,99997
2020-02-04 19:32:28:006993,244.1896435,947,006993,-910362
2020-02-04 19:32:28:096897,300.9488087,950,096897,89904
2020-02-04 19:32:28:186959,442.5262435,950,186959,90062
2020-02-04 19:32:28:286914,776.6766,950,286914,99955
2020-02-04 19:32:28:376682,1369.891722,951,376682,89768
2020-02-04 19:32:28:466510,2160.186183,946,466510,89828
2020-02-04 19:32:28:566453,2815.37687,950,566453,99943
2020-02-04 19:32:28:656140,2956.762017,950,656140,89687
2020-02-04 19:32:28:746985,2295.960496,951,746985,90845
2020-02-04 19:32:28:837929,1063.992757,949,837929,90944
2020-02-04 19:32:28:937828,346.5898435,947,937828,99899
2020-02-04 19:32:29:025161,-123.2608696,950,025161,-912667
2020-02-04 19:32:29:036046,477.1132435,945,036046,10885
2020-02-04 19:32:29:463508,-123.2658,950,463508,427462
2020-02-04 19:32:29:888556,-123.2608696,950,888556,425048
2020-02-04 19:32:30:315325,-123.2658,950,315325,-573231
2020-02-04 19:32:30:405593,145.6549043,946,405593,90268
2020-02-04 19:32:30:495277,143.9341826,949,495277,89684
2020-02-04 19:32:30:585755,149.7027913,951,585755,90478
2020-02-04 19:32:30:686428,174.2908696,946,686428,100673
2020-02-04 19:32:30:776151,317.3918087,946,776151,89723
2020-02-04 19:32:30:866733,638.1905478,951,866733,90582
2020-02-04 19:32:30:956424,1048.777435,947,956424,89691
2020-02-04 19:32:31:056400,1438.735383,950,056400,-900024
2020-02-04 19:32:31:146139,1822.411957,950,146139,89739
2020-02-04 19:32:31:235967,2211.009104,946,235967,89828
2020-02-04 19:32:31:336644,2564.669191,949,336644,100677
2020-02-04 19:32:31:426316,2882.982991,945,426316,89672
2020-02-04 19:32:31:516102,3006.584061,949,516102,89786
2020-02-04 19:32:31:616727,2462.850783,951,616727,100625
2020-02-04 19:32:31:706656,1544.335435,946,706656,89929
2020-02-04 19:32:31:796346,901.6483304,946,796346,89690
2020-02-04 19:32:31:886300,556.2072783,946,886300,89954
2020-02-04 19:32:31:986930,353.3100261,945,986930,100630
2020-02-04 19:32:32:076669,236.5030957,945,076669,-910261
2020-02-04 19:32:32:166406,170.9529652,944,166406,89737
2020-02-04 19:32:32:266404,137.6971826,951,266404,99998
2020-02-04 19:32:32:356182,131.1101217,951,356182,89778
2020-02-04 19:32:32:445778,216.3080348,950,445778,89596
2020-02-04 19:32:32:546301,601.5722087,947,546301,100523
2020-02-04 19:32:32:636035,1149.491426,950,636035,89734
2020-02-04 19:32:32:726455,1609.929939,950,726455,90420
2020-02-04 19:32:32:816272,2038.966513,950,816272,89817
2020-02-04 19:32:32:913639,-123.2608696,949,913639,97367
2020-02-04 19:32:32:924322,4805.985678,949,924322,10683
2020-02-04 19:32:33:351834,-123.2658,951,351834,-572488
2020-02-04 19:32:33:778589,-123.2658,951,778589,426755
2020-02-04 19:32:33:827412,169.9718087,951,827412,48823
2020-02-04 19:32:33:917146,101.4732783,951,917146,89734
2020-02-04 19:32:34:006889,70.59396522,946,006889,-910257
2020-02-04 19:32:34:106915,43.84142609,946,106915,100026
2020-02-04 19:32:34:196593,21.89113043,951,196593,89678
2020-02-04 19:32:34:286363,4.580373913,951,286363,89770
2020-02-04 19:32:34:386295,-3.983791304,949,386295,99932
2020-02-04 19:32:34:475976,-11.48791304,948,475976,89681
2020-02-04 19:32:34:565670,-13.09523478,951,565670,89694
2020-02-04 19:32:34:666188,-11.87248696,948,666188,100518
2020-02-04 19:32:34:756625,-11.54707826,948,756625,90437
2020-02-04 19:32:34:846277,-10.17641739,951,846277,89652
2020-02-04 19:32:34:936033,-11.42874783,949,936033,89756
2020-02-04 19:32:35:036869,-11.50270435,951,036869,-899164
2020-02-04 19:32:35:127563,-11.69992174,951,127563,90694
2020-02-04 19:32:35:217219,-11.64568696,950,217219,89656
2020-02-04 19:32:35:317161,-11.7936,951,317161,99942
2020-02-04 19:32:35:406944,-11.61610435,951,406944,89783
2020-02-04 19:32:35:496593,-11.72457391,950,496593,89649
2020-02-04 19:32:35:596497,-12.08449565,950,596497,99904
2020-02-04 19:32:35:686224,-11.1279913,950,686224,89727
2020-02-04 19:32:35:775923,-12.43948696,949,775923,89699
2020-02-04 19:32:35:875939,-18.61732174,946,875939,100016
2020-02-04 19:32:35:966277,-22.29049565,948,966277,90338
2020-02-04 19:32:36:056023,-14.91456522,951,056023,-910254
2020-02-04 19:32:36:146268,-11.57173043,950,146268,90245
2020-02-04 19:32:36:246174,-15.79711304,950,246174,99906
2020-02-04 19:32:36:335959,-19.72666957,950,335959,89785
2020-02-04 19:32:36:426331,-20.7669913,950,426331,90372
2020-02-04 19:32:36:526474,-22.87228696,951,526474,100143
2020-02-04 19:32:36:615965,-123.2608696,948,615965,89491
2020-02-04 19:32:36:624639,-123.2608696,950,624639,8674
2020-02-04 19:32:36:633962,-123.2608696,946,633962,9323
2020-02-04 19:32:36:642667,-123.2608696,959,642667,8705
2020-02-04 19:32:37:068619,-123.2608696,947,068619,-574048
2020-02-04 19:32:37:208579,-123.2608696,945,208579,139960
2020-02-04 19:32:37:398536,-123.2608696,951,398536,189957
2020-02-04 19:32:37:407766,-123.2608696,950,407766,9230
2020-02-04 19:32:37:417108,-123.2608696,950,417108,9342
2020-02-04 19:32:37:843910,-123.2658,947,843910,426802
2020-02-04 19:32:38:271437,-123.2658,950,271437,-572473
2020-02-04 19:32:38:338605,-123.2608696,950,338605,67168
2020-02-04 19:32:38:765155,-123.2658,951,765155,426550
2020-02-04 19:32:38:854934,-153.2083304,948,854934,89779
2020-02-04 19:32:38:945363,-95.68987826,951,945363,90429
2020-02-04 19:32:39:035081,-56.63097391,945,035081,-910282
2020-02-04 19:32:39:135002,-36.17953043,950,135002,99921
2020-02-04 19:32:39:225410,-31.29346957,950,225410,90408
2020-02-04 19:32:39:315730,-25.53965217,950,315730,90320
2020-02-04 19:32:39:415611,-16.96069565,947,415611,99881
2020-02-04 19:32:39:505313,-12.00067826,949,505313,89702
2020-02-04 19:32:39:595902,-10.47224348,949,595902,90589
2020-02-04 19:32:39:683908,-123.2608696,950,683908,88006
2020-02-04 19:32:39:695128,1675.435696,945,695128,11220
2020-02-04 19:32:39:784895,-10.59550435,951,784895,89767
2020-02-04 19:32:39:875328,-13.32203478,947,875328,90433
2020-02-04 19:32:39:965680,-17.36992174,950,965680,90352
2020-02-04 19:32:40:065473,-12.85857391,950,065473,-900207
2020-02-04 19:32:40:155104,-9.392478261,945,155104,89631
2020-02-04 19:32:40:245509,-9.663652174,951,245509,90405
2020-02-04 19:32:40:345504,-12.31622609,951,345504,99995
2020-02-04 19:32:40:435751,-12.38032174,950,435751,90247
2020-02-04 19:32:40:526105,-13.04593043,950,526105,90354
2020-02-04 19:32:40:616614,-12.73531304,950,616614,90509
2020-02-04 19:32:40:716448,-14.23909565,950,716448,99834
2020-02-04 19:32:40:806107,-15.94995652,948,806107,89659
2020-02-04 19:32:40:896659,-19.01175652,951,896659,90552
2020-02-04 19:32:40:996697,-17.84817391,945,996697,100038
2020-02-04 19:32:41:086382,-19.68722609,946,086382,-910315
2020-02-04 19:32:41:176732,-18.43982609,951,176732,90350
2020-02-04 19:32:41:266376,-12.28664348,950,266376,89644
2020-02-04 19:32:41:366251,-10.47224348,950,366251,99875
2020-02-04 19:32:41:455907,-12.66135652,948,455907,89656
2020-02-04 19:32:41:546378,-16.64021739,948,546378,90471
2020-02-04 19:32:41:646352,-16.68952174,946,646352,99974
2020-02-04 19:32:41:733436,-123.2608696,950,733436,87084
2020-02-04 19:32:48:037235,89.13733043,950,037235,-696201
2020-02-04 19:32:48:126933,7.563286957,949,126933,89698
2020-02-04 19:32:48:216718,7.065313043,951,216718,89785
2020-02-04 19:32:48:316723,6.631434783,946,316723,100005
2020-02-04 19:32:48:406434,3.786573913,950,406434,89711
2020-02-04 19:32:48:496118,6.379982609,947,496118,89684
2020-02-04 19:32:48:596611,18.64690435,951,596611,100493
2020-02-04 19:32:48:686388,11.18222609,951,686388,89777
2020-02-04 19:32:48:776049,6.912469565,950,776049,89661
2020-02-04 19:32:48:875960,7.883765217,950,875960,99911
2020-02-04 19:32:48:965741,7.819669565,948,965741,89781
2020-02-04 19:32:49:056069,10.47717391,947,056069,-909672
2020-02-04 19:32:49:145684,10.66453043,950,145684,89615
2020-02-04 19:32:49:246204,11.85769565,951,246204,100520
2020-02-04 19:32:49:336672,13.4798087,948,336672,90468
2020-02-04 19:32:49:426333,11.74429565,947,426333,89661
2020-02-04 19:32:49:526266,7.72106087,946,526266,99933
2020-02-04 19:32:49:616691,6.163043478,951,616691,90425
2020-02-04 19:32:49:706497,8.332434783,948,706497,89806
2020-02-04 19:32:49:796087,9.712956522,951,796087,89590
2020-02-04 19:32:49:896578,8.130286957,951,896578,100491
2020-02-04 19:32:49:986349,6.956843478,946,986349,89771
2020-02-04 19:32:50:075993,4.595165217,951,075993,-910356
2020-02-04 19:32:50:175848,1.291773913,949,175848,99855
2020-02-04 19:32:50:265630,4.161286957,950,265630,89782
2020-02-04 19:32:50:356043,13.22342609,950,356043,90413
2020-02-04 19:32:50:456565,30.7461913,947,456565,100522
2020-02-04 19:32:50:543623,-123.2608696,951,543623,87058
2020-02-04 19:32:50:554271,180.8039739,948,554271,10648
2020-02-04 19:32:50:978636,-123.2608696,951,978636,424365
2020-02-04 19:32:51:140023,-1237.213722,951,140023,-838613
2020-02-04 19:32:51:566704,-123.2658,950,566704,426681
2020-02-04 19:32:51:647042,-484.4300087,950,647042,80338
2020-02-04 19:32:51:738223,-706.8517826,948,738223,91181
2020-02-04 19:32:51:827922,-947.6591478,945,827922,89699
2020-02-04 19:32:51:918055,-1162.611313,948,918055,90133
2020-02-04 19:32:52:018064,-1353.562122,946,018064,-899991
2020-02-04 19:32:52:107949,-1508.841235,950,107949,89885
2020-02-04 19:32:52:197612,-1672.344313,951,197612,89663
2020-02-04 19:32:52:297516,-1874.694287,951,297516,99904
2020-02-04 19:32:52:387269,-2060.295574,950,387269,89753
2020-02-04 19:32:52:478707,-2228.615687,951,478707,91438
2020-02-04 19:32:52:568473,-2449.799922,951,568473,89766
2020-02-04 19:32:52:668412,-2733.299922,946,668412,99939
2020-02-04 19:32:52:758236,-3020.266017,946,758236,89824
2020-02-04 19:32:52:847930,-3313.760009,950,847930,89694
2020-02-04 19:32:52:948291,-3603.442774,949,948291,100361
2020-02-04 19:32:53:038053,-3882.051783,947,038053,-910238
2020-02-04 19:32:53:127955,-3948.24287,950,127955,89902
2020-02-04 19:32:53:228000,-3105.099078,950,228000,100045
2020-02-04 19:32:53:317765,-1682.116435,950,317765,89765
2020-02-04 19:32:53:407535,-949.6313217,951,407535,89770
2020-02-04 19:32:53:497222,-667.5364957,950,497222,89687
2020-02-04 19:32:53:597186,-437.0534609,950,597186,99964
2020-02-04 19:32:53:686930,-280.3494522,951,686930,89744
2020-02-04 19:32:53:777206,-197.0645478,951,777206,90276
2020-02-04 19:32:53:877140,-130.4593043,948,877140,99934
2020-02-04 19:32:53:966820,-55.88154783,950,966820,89680
2020-02-04 19:32:54:056691,21.52134783,950,056691,-910129
2020-02-04 19:32:54:156927,130.2472957,950,156927,100236
2020-02-04 19:32:54:246571,298.4540087,949,246571,89644
2020-02-04 19:32:54:336325,523.6417565,945,336325,89754
2020-02-04 19:32:54:436261,770.2670348,950,436261,99936
2020-02-04 19:32:54:526045,1015.137078,951,526045,89784
2020-02-04 19:32:54:616386,1231.543722,950,616386,90341
2020-02-04 19:32:54:716314,1394.011409,945,716314,99928
2020-02-04 19:32:54:806225,1521.566687,951,806225,89911
2020-02-04 19:32:54:896632,1696.158313,951,896632,90407
2020-02-04 19:32:54:986397,1928.095826,950,986397,89765
2020-02-04 19:32:55:086993,2185.646948,949,086993,-899404
2020-02-04 19:32:55:176774,2497.008835,946,176774,89781
2020-02-04 19:32:55:266664,2742.791009,950,266664,89890
2020-02-04 19:32:55:366655,2674.134704,946,366655,99991
2020-02-04 19:32:55:456451,2097.352722,950,456451,89796
2020-02-04 19:32:55:546146,996.6183652,945,546146,89695
2020-02-04 19:32:55:646076,137.8697478,950,646076,99930
2020-02-04 19:32:55:735826,-144.3335478,950,735826,89750
2020-02-04 19:32:55:826307,-191.3994783,951,826307,90481
2020-02-04 19:32:55:916629,-207.216313,947,916629,90322
2020-02-04 19:32:56:016566,-230.3154,949,016566,-900063
2020-02-04 19:32:56:106326,-281.232,950,106326,89760
2020-02-04 19:32:56:196108,-378.0016435,950,196108,89782
2020-02-04 19:32:56:296102,-511.5523304,947,296102,99994
2020-02-04 19:32:56:385951,-713.2909304,950,385951,89849
2020-02-04 19:32:56:476417,-1029.021183,948,476417,90466
2020-02-04 19:32:56:576449,-1377.824791,949,576449,100032
2020-02-04 19:32:56:666240,-1724.518174,948,666240,89791
2020-02-04 19:32:56:756682,-2046.786183,946,756682,90442
2020-02-04 19:32:56:846482,-2334.363652,946,846482,89800
2020-02-04 19:32:56:946433,-2642.752487,950,946433,99951
2020-02-04 19:32:57:036177,-2988.149165,946,036177,-910256
2020-02-04 19:32:57:126613,-3290.310861,947,126613,90436
2020-02-04 19:32:57:226567,-3573.411496,945,226567,99954
2020-02-04 19:32:57:316292,-3864.519157,948,316292,89725
2020-02-04 19:32:57:406164,-4141.017939,951,406164,89872
2020-02-04 19:32:57:496631,-4423.872052,950,496631,90467
2020-02-04 19:32:57:597638,-4733.947096,949,597638,101007
2020-02-04 19:32:57:687302,-4957.912096,946,687302,89664
2020-02-04 19:32:57:777089,-4998.810052,949,777089,89787
2020-02-04 19:32:57:877111,-4823.547887,948,877111,100022
2020-02-04 19:32:57:964367,-123.2608696,950,964367,87256
2020-02-04 19:32:58:156460,-1723.260913,948,156460,-807907
2020-02-04 19:32:58:246938,-936.0036,946,246938,90478
2020-02-04 19:32:58:336706,-505.7689304,950,336706,89768
2020-02-04 19:32:58:426537,-300.4656261,947,426537,89831
2020-02-04 19:32:58:526630,-216.3228261,948,526630,100093
2020-02-04 19:32:58:616302,-61.21134783,950,616302,89672
2020-02-04 19:32:58:706016,185.7639913,945,706016,89714
2020-02-04 19:32:58:806523,408.2498609,947,806523,100507
2020-02-04 19:32:58:896244,543.0232957,950,896244,89721
2020-02-04 19:32:58:985878,757.9754609,951,985878,89634
2020-02-04 19:32:59:085745,1085.745835,950,085745,-900133
2020-02-04 19:32:59:175433,1423.549643,950,175433,89688
2020-02-04 19:32:59:265830,1715.668043,946,265830,90397
2020-02-04 19:32:59:365741,1884.678417,947,365741,99911
2020-02-04 19:32:59:455442,1950.687078,948,455442,89701
2020-02-04 19:32:59:545928,2022.725661,951,545928,90486
2020-02-04 19:32:59:636241,2116.680026,946,636241,90313
2020-02-04 19:32:59:736116,2227.082322,946,736116,99875
2020-02-04 19:32:59:825798,2349.273287,950,825798,89682
2020-02-04 19:32:59:916265,2437.592165,951,916265,90467
2020-02-04 19:33:00:016231,2482.656339,951,016231,-900034
2020-02-04 19:33:00:106758,2565.808122,947,106758,90527
2020-02-04 19:33:00:197912,2677.388791,950,197912,91154
2020-02-04 19:33:01:366201,2790.276026,945,366201,168289
2020-02-04 19:33:01:457452,-945.4059391,945,457452,91251
2020-02-04 19:33:01:547872,-1112.380043,950,547872,90420
2020-02-04 19:33:01:635166,-123.2608696,950,635166,87294
2020-02-04 19:33:01:827030,-1579.075278,950,827030,191864
2020-02-04 19:33:01:917009,-1763.093896,950,917009,89979
2020-02-04 19:33:02:017075,-1997.141635,949,017075,-899934
2020-02-04 19:33:02:106818,-2281.60307,950,106818,89743
2020-02-04 19:33:02:196622,-2548.566391,946,196622,89804
2020-02-04 19:33:02:286335,-2790.285887,949,286335,89713
2020-02-04 19:33:02:386284,-3012.628774,950,386284,99949
2020-02-04 19:33:02:476148,-3118.080913,949,476148,89864
2020-02-04 19:33:02:566617,-3097.782313,950,566617,90469
2020-02-04 19:33:02:666647,-3103.191,950,666647,100030
2020-02-04 19:33:02:756442,-3223.873252,949,756442,89795
2020-02-04 19:33:02:846222,-3432.470087,949,846222,89780
2020-02-04 19:33:02:946170,-3606.2334,950,946170,99948
2020-02-04 19:33:03:036620,-3796.558043,946,036620,-909550
2020-02-04 19:33:03:126380,-3967.678643,946,126380,89760
2020-02-04 19:33:03:216857,-4097.960452,951,216857,90477
2020-02-04 19:33:03:316877,-3967.387748,947,316877,100020
2020-02-04 19:33:03:406644,-2847.996626,950,406644,89767
2020-02-04 19:33:03:496410,-1332.3366,945,496410,89766
2020-02-04 19:33:03:596586,-609.5200696,946,596586,100176
2020-02-04 19:33:03:686338,-346.8955304,948,686338,89752
2020-02-04 19:33:03:776485,-259.5873913,947,776485,90147
2020-02-04 19:33:03:876340,-208.7743304,951,876340,99855
2020-02-04 19:33:03:966147,-154.5198261,950,966147,89807
2020-02-04 19:33:04:056421,-82.06708696,951,056421,-909726
2020-02-04 19:33:04:146141,-65.91498261,950,146141,89720
2020-02-04 19:33:04:246862,-128.6843478,950,246862,100721
2020-02-04 19:33:04:336647,-175.5234783,950,336647,89785
2020-02-04 19:33:04:426344,-208.1087217,949,426344,89697
2020-02-04 19:33:04:526189,-218.5168696,950,526189,99845
2020-02-04 19:33:04:616599,-209.5632,950,616599,90410
2020-02-04 19:33:04:706241,-205.5991304,951,706241,89642
2020-02-04 19:33:04:806350,-208.1629565,948,806350,100109
2020-02-04 19:33:04:895994,-212.9405478,947,895994,89644
2020-02-04 19:33:04:986433,-210.3422087,947,986433,90439
2020-02-04 19:33:05:076130,-201.9604696,951,076130,-910303
2020-02-04 19:33:05:176706,-204.3763826,950,176706,100576
2020-02-04 19:33:05:266575,-202.5866348,951,266575,89869
2020-02-04 19:33:05:356350,-198.3415304,950,356350,89775
2020-02-04 19:33:05:456262,-201.432913,950,456262,99912
2020-02-04 19:33:05:545986,-198.1640348,951,545986,89724
2020-02-04 19:33:05:636390,-201.1913217,951,636390,90404
2020-02-04 19:33:05:736446,-203.9770174,951,736446,100056
2020-02-04 19:33:05:826090,-205.5646174,950,826090,89644
2020-02-04 19:33:05:915914,-207.8720609,950,915914,89824
2020-02-04 19:33:06:006293,-215.7361043,951,006293,-909621
2020-02-04 19:33:06:106311,-216.3425478,950,106311,100018
2020-02-04 19:33:06:195919,-194.2394087,951,195919,89608
2020-02-04 19:33:06:286455,-181.5681913,949,286455,90536
2020-02-04 19:33:06:386464,-182.7120522,947,386464,100009
2020-02-04 19:33:06:476341,-174.7050261,950,476341,89877
2020-02-04 19:33:06:567542,-173.8520609,951,567542,91201
2020-02-04 19:33:06:657261,-186.4493217,950,657261,89719
2020-02-04 19:33:06:757180,-191.7347478,948,757180,99919
2020-02-04 19:33:06:846826,-188.6482957,947,846826,89646
2020-02-04 19:33:06:936608,-192.858887,950,936608,89782
2020-02-04 19:33:07:036594,-197.9273739,950,036594,-900014
2020-02-04 19:33:07:126331,-198.5584696,946,126331,89737
2020-02-04 19:33:07:216151,-198.8740174,946,216151,89820
2020-02-04 19:33:07:316912,-199.095887,945,316912,100761
2020-02-04 19:33:07:406717,-200.8807043,953,406717,89805
2020-02-04 19:33:07:496456,-192.0996,964,496456,89739
2020-02-04 19:33:07:596416,-182.4359478,977,596416,99960
2020-02-04 19:33:07:686199,-179.4185217,989,686199,89783
2020-02-04 19:33:07:776579,-181.9872783,1002,776579,90380
2020-02-04 19:33:07:866363,-181.2033391,1011,866363,89784
2020-02-04 19:33:07:966335,-181.4942348,1012,966335,99972
2020-02-04 19:33:08:056188,-183.8953565,1012,056188,-910147
2020-02-04 19:33:08:146533,-189.7773652,1015,146533,90345
2020-02-04 19:33:08:246462,-193.8844174,1014,246462,99929
2020-02-04 19:33:08:333639,-123.2608696,1017,333639,87177
2020-02-04 19:33:08:526308,-206.8366696,1015,526308,192669
2020-02-04 19:33:08:616003,-212.546113,1011,616003,89695
2020-02-04 19:33:08:706351,-219.4684435,1015,706351,90348
2020-02-04 19:33:08:806376,-221.4061043,1015,806376,100025
2020-02-04 19:33:08:896539,-198.3661826,1012,896539,90163
2020-02-04 19:33:08:986385,-189.4766087,1012,986385,89846
2020-02-04 19:33:09:076135,-190.2358957,998,076135,-910250
2020-02-04 19:33:09:176044,-195.5459739,950,176044,99909
2020-02-04 19:33:09:265877,-204.494713,945,265877,89833
2020-02-04 19:33:09:356330,-215.2381304,950,356330,90453
2020-02-04 19:33:09:456283,-226.4154261,951,456283,99953
2020-02-04 19:33:09:545986,-237.311687,950,545986,89703
2020-02-04 19:33:09:635706,-246.566113,949,635706,89720
2020-02-04 19:33:09:736364,-247.5324783,946,736364,100658
2020-02-04 19:33:09:826172,-245.1116348,949,826172,89808
2020-02-04 19:33:09:916535,-242.7746087,949,916535,90363
2020-02-04 19:33:10:006436,-241.9413652,930,006436,-910099
2020-02-04 19:33:10:106520,-240.1318957,831,106520,100084
2020-02-04 19:33:10:196290,-244.3375565,791,196290,89770
2020-02-04 19:33:10:286049,-265.9180696,738,286049,89759
2020-02-04 19:33:10:387593,-302.9900087,656,387593,101544
2020-02-04 19:33:10:478636,-123.2608696,579,478636,91043
2020-02-04 19:33:10:658585,-123.2608696,495,658585,179949
2020-02-04 19:33:10:850379,-350.5785652,484,850379,191794
2020-02-04 19:33:10:938612,-123.2608696,486,938612,88233
2020-02-04 19:33:11:365680,-123.2658,498,365680,-572932
2020-02-04 19:33:11:456471,-3656.223078,492,456471,90791
2020-02-04 19:33:11:546166,-3950.668643,500,546166,89695
2020-02-04 19:33:11:636992,-4084.4412,503,636992,90826
2020-02-04 19:33:11:728157,-4166.242043,514,728157,91165
2020-02-04 19:33:11:828187,-4220.097183,517,828187,100030
2020-02-04 19:33:11:917865,-4189.602443,518,917865,89678
2020-02-04 19:33:12:007675,-4057.57033,518,007675,-910190
2020-02-04 19:33:12:107697,-3935.103261,518,107697,100022
2020-02-04 19:33:12:197451,-3878.28,516,197451,89754
2020-02-04 19:33:12:287147,-3789.02927,519,287147,89696
2020-02-04 19:33:12:387059,-3515.0598,519,387059,99912
2020-02-04 19:33:12:476910,-2909.39533,518,476910,89851
2020-02-04 19:33:12:566640,-2028.070252,520,566640,89730
2020-02-04 19:33:12:666586,-1136.524383,518,666586,99946
2020-02-04 19:33:12:756408,-440.2385217,542,756408,89822
2020-02-04 19:33:12:846239,15.46677391,682,846239,89831
2020-02-04 19:33:12:936611,489.0646174,679,936611,90372
2020-02-04 19:33:13:036469,991.3822435,684,036469,-900142
2020-02-04 19:33:13:123565,-123.2608696,681,123565,87096
2020-02-04 19:33:14:019298,3140.524252,681,019298,-104267
2020-02-04 19:33:14:109308,3348.721722,683,109308,90010
2020-02-04 19:33:14:209233,3274.922974,951,209233,99925
2020-02-04 19:33:17:966170,3111.114209,950,966170,756937
2020-02-04 19:33:18:058664,-457.9979478,948,058664,-907506
2020-02-04 19:33:18:148480,-302.8322348,951,148480,89816
2020-02-04 19:33:18:238211,-188.4116348,948,238211,89731
2020-02-04 19:33:18:338109,-132.4512,950,338109,99898
2020-02-04 19:33:18:427962,-87.74694783,950,427962,89853
2020-02-04 19:33:18:517832,0.872686957,951,517832,89870
2020-02-04 19:33:18:617741,129.9810522,950,617741,99909
2020-02-04 19:33:18:707382,321.7256609,950,707382,89641
2020-02-04 19:33:18:797097,563.3268261,946,797097,89715
2020-02-04 19:33:18:897047,839.081113,950,897047,99950
2020-02-04 19:33:18:986879,1105.886661,948,986879,89832
2020-02-04 19:33:19:076600,1402.738278,950,076600,-910279
2020-02-04 19:33:19:176471,1752.424435,950,176471,99871
2020-02-04 19:33:19:266207,2072.429374,945,266207,89736
2020-02-04 19:33:19:355949,2426.040157,950,355949,89742
2020-02-04 19:33:19:456533,2813.463861,945,456533,100584
2020-02-04 19:33:19:546289,3119.791774,950,546289,89756
2020-02-04 19:33:19:636024,3334.817896,951,636024,89735
2020-02-04 19:33:19:726314,3356.630139,950,726314,90290
2020-02-04 19:33:19:826841,2708.499835,950,826841,100527
2020-02-04 19:33:19:916582,1481.270243,949,916582,89741
2020-02-04 19:33:20:006260,494.5078174,948,006260,-910322
2020-02-04 19:33:20:106110,-2.208834783,951,106110,99850
2020-02-04 19:33:20:196565,-168.4680261,951,196565,90455
2020-02-04 19:33:20:286325,-239.7177391,950,286325,89760
2020-02-04 19:33:20:386352,-299.4499565,948,386352,100027
2020-02-04 19:33:20:476094,-416.2026522,950,476094,89742
2020-02-04 19:33:20:566515,-598.5252,949,566515,90421
2020-02-04 19:33:20:656261,-873.5793652,951,656261,89746
2020-02-04 19:33:20:756225,-1254.213861,950,756225,99964
2020-02-04 19:33:20:845963,-1634.291217,949,845963,89738
2020-02-04 19:33:20:936476,-1982.399635,950,936476,90513
2020-02-04 19:33:21:036664,-2380.266,951,036664,-899812
2020-02-04 19:33:21:126386,-2755.580557,949,126386,89722
2020-02-04 19:33:21:216308,-3087.004383,945,216308,89922
2020-02-04 19:33:21:316353,-3407.393896,949,316353,100045
2020-02-04 19:33:21:406125,-3690.233217,945,406125,89772
2020-02-04 19:33:21:495936,-3863.183009,948,495936,89811
2020-02-04 19:33:21:586447,-3958.527757,950,586447,90511
2020-02-04 19:33:21:686409,-4063.965104,946,686409,99962
2020-02-04 19:33:21:776120,-4167.45493,950,776120,89711
2020-02-04 19:33:21:866620,-4131.221165,951,866620,90500
2020-02-04 19:33:21:966636,-3729.799957,950,966636,100016
2020-02-04 19:33:22:056439,-2688.985174,950,056439,-910197
2020-02-04 19:33:22:146218,-1612.626887,950,146218,89779
2020-02-04 19:33:22:246784,-959.4823304,950,246784,100566
2020-02-04 19:33:22:336595,-570.5794957,950,336595,89811
2020-02-04 19:33:22:426314,-322.4455043,951,426314,89719
2020-02-04 19:33:22:516163,-166.7620957,948,516163,89849
2020-02-04 19:33:22:616831,6.177834783,950,616831,100668
