timestamp,bme_pressure,analogue_pressure
2020-02-18 15:39:31:496961,990.9696622281732,948
2020-02-18 15:39:31:797876,990.989780128411,948
2020-02-18 15:39:32:098936,989.3975549251752,960
2020-02-18 15:39:32:399800,989.0727242610233,943
2020-02-18 15:39:32:701029,988.8490034197827,913
2020-02-18 15:39:33:001904,989.2913969353616,946
2020-02-18 15:39:33:302833,989.2109841304551,957
2020-02-18 15:39:33:603705,988.8420617629915,930
2020-02-18 15:39:33:904443,989.0265904031435,924
2020-02-18 15:39:34:205390,989.2950073620522,964
2020-02-18 15:39:34:506321,989.1641271799804,958
2020-02-18 15:39:34:807176,988.9363456999428,918
2020-02-18 15:39:35:108263,989.0964450138679,917
2020-02-18 15:39:35:409051,989.3463489584981,968
2020-02-18 15:39:35:710049,989.3279806110837,957
2020-02-18 15:39:36:011026,989.0349806901099,935
2020-02-18 15:39:36:312126,988.9871125228696,921
2020-02-18 15:39:36:613190,989.4180887867358,946
2020-02-18 15:39:36:913875,989.4358715853773,961
2020-02-18 15:39:37:214891,989.3275509630122,958
2020-02-18 15:39:37:515588,988.0378412348108,932
2020-02-18 15:39:37:816386,984.8088430443604,911
2020-02-18 15:39:38:117213,982.3455550015944,915
2020-02-18 15:39:38:417748,978.7694847826943,933
2020-02-18 15:39:38:718735,970.4230712452177,948
2020-02-18 15:39:39:019901,949.2093438831015,915
2020-02-18 15:39:39:321037,906.2190678707067,875
2020-02-18 15:39:39:621807,812.7467348248035,805
2020-02-18 15:39:39:922925,803.6727889156829,768
2020-02-18 15:39:40:223705,804.1337787627367,743
2020-02-18 15:39:40:524654,802.7725668370742,733
2020-02-18 15:39:40:825636,802.6224257445243,724
2020-02-18 15:39:41:126434,804.6910013993582,722
2020-02-18 15:39:41:427346,806.0375463382156,727
2020-02-18 15:39:41:728355,807.1223825057656,720
2020-02-18 15:39:42:030819,808.7937242732125,727
2020-02-18 15:39:42:332136,808.7634648860767,717
2020-02-18 15:39:42:633197,809.0137213850467,719
2020-02-18 15:39:42:934880,810.1884118062198,730
2020-02-18 15:39:43:236155,810.7371117759508,712
2020-02-18 15:39:43:537104,813.5403031179707,738
2020-02-18 15:39:43:838045,819.1092138715385,744
2020-02-18 15:39:44:138977,825.7701298997969,749
2020-02-18 15:39:44:439732,830.7256187110746,764
2020-02-18 15:39:44:740649,836.2623589649983,776
2020-02-18 15:39:45:041625,836.6655118847344,778
2020-02-18 15:39:45:342639,839.1666509260041,772
2020-02-18 15:39:45:643641,841.023467292745,787
2020-02-18 15:39:45:944722,841.8534331791625,792
2020-02-18 15:39:46:245565,842.5224754649623,790
2020-02-18 15:39:46:546295,842.0795973433484,774
2020-02-18 15:39:46:847130,842.1850551476523,777
2020-02-18 15:39:47:147835,843.0429947479628,795
2020-02-18 15:39:47:448885,841.2931539904268,788
2020-02-18 15:39:47:749997,841.0096372544373,770
2020-02-18 15:39:48:051084,841.239562259075,792
2020-02-18 15:39:48:351835,838.1747638729238,781
2020-02-18 15:39:48:652657,838.0207318244184,781
2020-02-18 15:39:48:953352,839.329322996421,760
2020-02-18 15:39:49:254469,841.9416009056574,793
2020-02-18 15:39:49:555449,844.4707526800506,793
2020-02-18 15:39:49:856331,842.8578651918766,787
2020-02-18 15:39:50:157114,839.9844989081574,786
2020-02-18 15:39:50:457936,836.8748634669132,780
2020-02-18 15:39:50:758944,837.4330032818384,776
2020-02-18 15:39:51:059943,836.902326361052,777
2020-02-18 15:39:51:360933,836.3927953507524,783
2020-02-18 15:39:51:661997,837.4468320900279,787
2020-02-18 15:39:51:963142,838.5894537988108,781
2020-02-18 15:39:52:263938,837.4641181069533,782
2020-02-18 15:39:52:564926,841.6670381467343,785
2020-02-18 15:39:52:865775,842.0002257783356,787
2020-02-18 15:39:53:166505,841.1617679374232,768
2020-02-18 15:39:53:467411,842.3895081828776,790
2020-02-18 15:39:53:768672,843.227978323009,789
2020-02-18 15:39:54:069848,838.0226456967129,781
2020-02-18 15:39:54:370886,824.917575310555,757
2020-02-18 15:39:54:671867,821.7662912259694,754
2020-02-18 15:39:54:972816,823.2122894922957,754
2020-02-18 15:39:55:273750,825.4985024034095,750
2020-02-18 15:39:55:574576,827.701624694239,756
2020-02-18 15:39:55:875414,828.6296840190787,769
2020-02-18 15:39:56:176136,831.6529779794847,771
2020-02-18 15:39:56:477090,833.652731224533,768
2020-02-18 15:39:56:778210,836.0205600910048,780
2020-02-18 15:39:57:079094,835.2290977626135,773
2020-02-18 15:39:57:380144,834.7714682279068,780
2020-02-18 15:39:57:681087,834.2417022860614,769
2020-02-18 15:39:57:983121,835.5678863603248,778
2020-02-18 15:39:58:284374,834.4689890618455,780
2020-02-18 15:39:58:585349,835.1513150691919,766
2020-02-18 15:39:58:886227,834.1241650746604,759
2020-02-18 15:39:59:187123,833.795315987027,776
2020-02-18 15:39:59:487954,830.6572157350597,766
2020-02-18 15:39:59:788979,828.3358826592593,765
2020-02-18 15:40:00:090068,830.7191921145854,757
2020-02-18 15:40:00:390993,833.7095502103308,773
2020-02-18 15:40:00:691962,834.7451190041766,773
2020-02-18 15:40:00:993171,835.7027111882744,776
2020-02-18 15:40:01:293792,838.2675592285833,753
2020-02-18 15:40:01:594834,838.5424177476807,779
2020-02-18 15:40:01:895824,837.2234597154367,774
2020-02-18 15:40:02:196747,838.0585765652962,779
2020-02-18 15:40:02:497782,838.6841694164217,778
2020-02-18 15:40:02:798903,840.5147194988343,788
2020-02-18 15:40:03:099914,844.7006974731546,797
2020-02-18 15:40:03:401020,847.2354762494076,792
2020-02-18 15:40:03:702087,847.1781935749464,797
2020-02-18 15:40:04:003071,845.6635888621101,792
2020-02-18 15:40:04:304256,841.9324939708265,792
2020-02-18 15:40:04:605226,831.6745034780208,774
2020-02-18 15:40:04:905774,829.9150226909104,771
2020-02-18 15:40:05:206667,829.9629168212455,768
2020-02-18 15:40:05:507565,828.5318587580118,768
2020-02-18 15:40:05:808723,832.3555019812349,771
2020-02-18 15:40:06:109894,830.2937760957059,760
2020-02-18 15:40:06:410780,832.8517931098497,755
2020-02-18 15:40:06:712087,838.6563300254879,764
2020-02-18 15:40:07:013246,842.1437161916036,786
2020-02-18 15:40:07:314424,837.4032365072146,775
2020-02-18 15:40:07:615844,835.442815474717,777
2020-02-18 15:40:07:917812,836.8239556670487,763
2020-02-18 15:40:08:220288,837.5242405696787,775
2020-02-18 15:40:08:522009,839.1939575923669,785
2020-02-18 15:40:08:823641,841.1664727073667,786
2020-02-18 15:40:09:124754,868.2084086450727,857
2020-02-18 15:40:09:425684,953.3654134532643,920
2020-02-18 15:40:09:726433,970.838815273416,932
2020-02-18 15:40:10:027460,982.3122470754752,942
2020-02-18 15:40:10:328362,990.9560411616928,948
2020-02-18 15:40:10:629491,991.0285543244474,948
2020-02-18 15:40:10:930362,991.0541997002169,948
2020-02-18 15:40:11:231210,991.0319607643876,947
2020-02-18 15:40:11:531932,991.0458440590686,947
2020-02-18 15:40:11:833183,991.0576056623229,947
2020-02-18 15:40:12:134264,991.0499563274757,947
2020-02-18 15:40:12:435282,991.0336293645865,948
2020-02-18 15:40:12:736180,991.0572184137297,948
2020-02-18 15:40:13:037082,991.0145390845481,948
2020-02-18 15:40:13:338195,991.0218004500024,948
2020-02-18 15:40:13:639113,991.06448031084,948
2020-02-18 15:40:13:939987,991.0713528756718,948
2020-02-18 15:40:14:240947,991.0200649426125,948
2020-02-18 15:40:14:541883,991.0199939053596,947
2020-02-18 15:40:14:843269,991.0401122296554,948
2020-02-18 15:40:15:144383,991.009580449777,948
2020-02-18 15:40:15:445266,991.0203118732602,948
2020-02-18 15:40:15:746139,991.0428861349964,948
2020-02-18 15:40:16:047247,991.0498171467141,947
2020-02-18 15:40:16:348133,991.041150503385,948
2020-02-18 15:40:16:649013,991.0501462799097,948
2020-02-18 15:40:16:950060,991.0432036425793,947
2020-02-18 15:40:17:251415,991.0293183714874,948
2020-02-18 15:40:17:552598,991.0039929370868,948
2020-02-18 15:40:17:853417,988.4928711270322,937
2020-02-18 15:40:18:154508,988.2176490303465,922
2020-02-18 15:40:18:455335,988.7338345286413,975
2020-02-18 15:40:18:756248,988.5560803791279,957
2020-02-18 15:40:19:057142,988.2134463382472,916
2020-02-18 15:40:19:358229,988.7722978432922,971
2020-02-18 15:40:19:659172,988.5144271374638,953
2020-02-18 15:40:19:960195,988.2290663066341,915
2020-02-18 15:40:20:261300,988.7455366991832,945
2020-02-18 15:40:20:562035,988.7851739738755,957
2020-02-18 15:40:20:862906,988.5476801200773,957
2020-02-18 15:40:21:163567,988.3141084624056,922
2020-02-18 15:40:21:464867,987.638982796231,925
2020-02-18 15:40:21:766185,986.1620761637303,954
2020-02-18 15:40:22:067487,984.0674255039501,938
2020-02-18 15:40:22:369750,983.760466818689,921
2020-02-18 15:40:22:672234,981.2008497801589,952
2020-02-18 15:40:22:974389,975.6153005930303,931
2020-02-18 15:40:23:275302,963.8875089420759,906
2020-02-18 15:40:23:576119,930.4248925245533,870
2020-02-18 15:40:23:877200,862.6817573324354,827
2020-02-18 15:40:24:177870,850.3023843800928,806
2020-02-18 15:40:24:478813,841.6722695206809,803
2020-02-18 15:40:24:780001,839.8736297435732,796
2020-02-18 15:40:25:081115,837.3805188752444,791
2020-02-18 15:40:25:382156,838.2380485843012,780
2020-02-18 15:40:25:682869,838.2372454088548,795
2020-02-18 15:40:25:983798,839.2330698116925,793
2020-02-18 15:40:26:284787,840.0354502536185,793
2020-02-18 15:40:26:585852,839.5271556874666,794
2020-02-18 15:40:26:886966,839.708515507822,774
2020-02-18 15:40:27:187831,838.6800123554551,771
2020-02-18 15:40:27:488888,837.815598781895,788
2020-02-18 15:40:27:790201,836.4636932140919,785
2020-02-18 15:40:28:104388,829.9821285550821,768
2020-02-18 15:40:28:402182,826.7349109133049,766
2020-02-18 15:40:28:700222,828.5010709064445,748
2020-02-18 15:40:29:001673,831.6200263084372,764
2020-02-18 15:40:29:302718,834.5018237410831,774
2020-02-18 15:40:29:603775,835.3521220521675,766
2020-02-18 15:40:29:904445,834.6364455311243,757
2020-02-18 15:40:30:205270,834.6416315470435,774
2020-02-18 15:40:30:505895,835.3041343830572,769
2020-02-18 15:40:30:806901,834.679875329026,771
2020-02-18 15:40:31:107854,838.4260561276565,762
2020-02-18 15:40:31:408543,837.554929838786,778
2020-02-18 15:40:31:709761,839.6590712423526,784
2020-02-18 15:40:32:010623,841.1650862301063,777
2020-02-18 15:40:32:311444,842.7481921416688,783
2020-02-18 15:40:32:612595,843.2792945489283,765
2020-02-18 15:40:32:913618,833.5268756296026,766
2020-02-18 15:40:33:214580,836.7216713629729,771
2020-02-18 15:40:33:515491,840.0599955141886,783
2020-02-18 15:40:33:816413,844.5795356388937,768
2020-02-18 15:40:34:117122,846.5906149914722,773
2020-02-18 15:40:34:417782,847.4777872814957,790
2020-02-18 15:40:34:718707,850.2844156027306,793
2020-02-18 15:40:35:019668,850.6009607082015,789
2020-02-18 15:40:35:320993,850.9517543016641,795
2020-02-18 15:40:35:622120,850.4899377727008,778
2020-02-18 15:40:35:922923,849.1843178131732,769
2020-02-18 15:40:36:223775,848.9457790088073,794
2020-02-18 15:40:36:524629,849.0082301204261,797
2020-02-18 15:40:36:825298,844.6541532174233,782
2020-02-18 15:40:37:125826,846.106579541133,790
2020-02-18 15:40:37:426625,845.8018833430251,783
2020-02-18 15:40:37:727643,846.9174246662552,772
2020-02-18 15:40:38:028817,844.5452233574291,785
2020-02-18 15:40:38:330009,843.4715019524448,789
2020-02-18 15:40:38:631074,843.4697729555855,780
2020-02-18 15:40:38:932075,844.8458136008808,788
2020-02-18 15:40:39:233076,847.0020383931027,787
2020-02-18 15:40:39:534111,847.2099935010945,789
2020-02-18 15:40:39:835306,847.5763500420436,789
2020-02-18 15:40:40:136272,846.321110134661,787
2020-02-18 15:40:40:437271,844.334144459707,780
2020-02-18 15:40:40:738313,842.3421787659906,784
2020-02-18 15:40:41:039609,841.3618614555693,771
2020-02-18 15:40:41:340655,841.256396643116,758
2020-02-18 15:40:41:641996,842.9699489673407,785
2020-02-18 15:40:41:943002,843.4370652496924,790
2020-02-18 15:40:42:243952,844.629678756748,785
2020-02-18 15:40:42:545069,845.4666866427895,793
2020-02-18 15:40:42:846013,845.5945136808448,784
2020-02-18 15:40:43:146933,845.9766500403276,784
2020-02-18 15:40:43:447813,846.5836984132902,782
2020-02-18 15:40:43:748800,846.7894671228116,790
2020-02-18 15:40:44:049879,847.6178502239969,797
2020-02-18 15:40:44:351214,849.0634666155743,790
2020-02-18 15:40:44:652034,849.213910540239,785
2020-02-18 15:40:44:952863,850.1596378587121,796
2020-02-18 15:40:45:253769,849.9001496642085,782
2020-02-18 15:40:45:554687,849.5629347731281,790
2020-02-18 15:40:45:855566,848.4475518088584,778
2020-02-18 15:40:46:156482,847.66950590204,791
2020-02-18 15:40:46:457362,848.0362059306904,797
2020-02-18 15:40:46:758553,846.5819692689307,785
2020-02-18 15:40:47:059932,837.6308062848215,775
2020-02-18 15:40:47:361188,838.2702780049041,775
2020-02-18 15:40:47:662122,840.9811718675775,773
2020-02-18 15:40:47:963217,845.999005582035,793
2020-02-18 15:40:48:264428,848.9698889171511,791
2020-02-18 15:40:48:565298,849.635659788645,799
2020-02-18 15:40:48:866268,849.5231608954065,794
2020-02-18 15:40:49:167106,849.0495338986071,791
2020-02-18 15:40:49:467958,852.0808741987848,792
2020-02-18 15:40:49:769038,853.8051310346799,796
2020-02-18 15:40:50:070152,854.6976621201319,784
2020-02-18 15:40:50:371034,855.8564840783229,808
2020-02-18 15:40:50:672005,856.0311669115795,812
2020-02-18 15:40:50:973011,849.7100192972612,794
2020-02-18 15:40:51:274152,852.7985849680117,797
2020-02-18 15:40:51:575288,852.4717942028453,801
2020-02-18 15:40:51:876195,849.2794277700524,790
2020-02-18 15:40:52:176969,850.4690981186264,784
2020-02-18 15:40:52:477916,853.2984612508355,803
