timestamp,load,force,pressure
2020-02-02 19:59:30:362973,24805,-0.961434783,1023
2020-02-02 19:59:30:455601,24804,-0.966365217,1023
2020-02-02 19:59:30:548316,25049,0.241591304,1023
2020-02-02 19:59:30:640947,24814,-0.91706087,1023
2020-02-02 19:59:30:733609,24712,-1.419965217,1023
2020-02-02 19:59:30:826273,24949,-0.251452174,1023
2020-02-02 19:59:30:918910,25238,1.173443478,1023
2020-02-02 19:59:31:011573,24930,-0.345130435,1023
2020-02-02 19:59:31:104265,24618,-1.883426087,1023
2020-02-02 19:59:31:196953,24675,-1.602391304,1023
2020-02-02 19:59:31:289698,25068,0.335269565,1023
2020-02-02 19:59:31:382377,25232,1.14386087,1023
2020-02-02 19:59:31:475073,24972,-0.138052174,1023
2020-02-02 19:59:31:567813,24609,-1.9278,1023
2020-02-02 19:59:31:660502,24778,-1.094556522,1023
2020-02-02 19:59:31:753221,24976,-0.118330435,1023
2020-02-02 19:59:31:845877,24645,-1.750304348,1023
2020-02-02 19:59:31:938625,24650,-1.725652174,1023
2020-02-02 19:59:32:031377,24853,-0.724773913,1023
2020-02-02 19:59:32:124142,24935,-0.320478261,1023
2020-02-02 19:59:32:216842,24617,-1.888356522,1023
2020-02-02 19:59:32:309533,24611,-1.91793913,1023
2020-02-02 19:59:32:402295,24855,-0.714913043,1023
2020-02-02 19:59:32:495010,25030,0.147913043,1023
