timestamp,load_old,load_raw,pressure_raw,load,pressure,,,,multiply load by 1.7 to adjust for area difference (92 instead of 120mm)
2020-02-14 15:55:11:724185,178.1415391,-11130.99999,499,-5.045709147,420.9827659,,,,
2020-02-14 15:55:11:982911,177.6287739,-11027,504,-4.53757073,427.2785143,,,,
2020-02-14 15:55:12:241833,175.962287,-10689.00001,514,-2.886120875,439.870011,,,,
2020-02-14 15:55:12:501280,176.2975565,-10757,515,-3.218365171,441.1291607,,,,
2020-02-14 15:55:12:759824,177.3723913,-10975,512,-4.283501522,437.3517117,,,,
2020-02-14 15:55:13:018436,177.2146174,-10943,510,-4.127151247,434.8334123,,,,
2020-02-14 15:55:13:275389,123.2608696,-7.05E-06,519,49.33976109,446.1657594,,,,
2020-02-14 15:55:13:534081,176.6131043,-10820.99999,516,-3.53106572,442.3883104,,,,
2020-02-14 15:55:13:793925,177.323087,-10965.00001,509,-4.234642104,433.5742626,,,,
2020-02-14 15:55:14:052727,175.8587478,-10667.99999,516,-2.78351593,442.3883104,,,,
2020-02-14 15:55:14:312186,178.3190348,-11167,509,-5.221603268,433.5742626,,,,
2020-02-14 15:55:14:571686,177.732313,-11047.99999,509,-4.640175576,433.5742626,,,,
2020-02-14 15:55:14:831129,177.8506435,-11072,518,-4.757438356,444.9066097,,,,
2020-02-14 15:55:15:090634,178.3486174,-11173,512,-5.250918938,437.3517117,,,,
2020-02-14 15:55:15:349928,176.8300435,-10865,509,-3.746047434,433.5742626,,,,
2020-02-14 15:55:15:608512,174.9959217,-10492.99999,512,-1.928475282,437.3517117,,,,
2020-02-14 15:55:15:865584,123.2608696,-7.05E-06,510,49.33976109,434.8334123,,,,
2020-02-14 15:55:16:124312,176.9730261,-10894,508,-3.887739874,432.315113,,,,
2020-02-14 15:55:16:383045,177.8950174,-11081,510,-4.801411862,434.8334123,,,,
2020-02-14 15:55:16:641938,177.3378783,-10968.00001,514,-4.249299939,439.870011,,,,
2020-02-14 15:55:16:901403,174.714887,-10436.00001,513,-1.649976415,438.6108613,,,,
2020-02-14 15:55:17:161453,179.0635304,-11317.99999,516,-5.959381135,442.3883104,,,,
2020-02-14 15:55:17:420063,182.3422696,-11983.00001,507,-9.208535615,431.0559633,,,,
2020-02-14 15:55:17:679367,186.6514696,-12857.00001,495,-13.47885284,415.9461672,,,,
2020-02-14 15:55:17:935624,123.2608696,-7.05E-06,516,49.33976109,442.3883104,,,,
2020-02-14 15:55:18:194520,218.8521391,-19387.99999,511,-45.38896925,436.092562,,,,
2020-02-14 15:55:18:453187,232.2185478,-22098.99999,502,-58.63477017,424.7602149,,,,
2020-02-14 15:55:18:711902,733.890287,-123849,494,-555.7798248,414.6870175,,,,
2020-02-14 15:55:18:970498,2147.012061,-410461,496,-1956.150718,417.2053169,,,,
2020-02-14 15:55:19:229942,3629.993165,-711242,521,-3425.750587,448.6840587,,,,
2020-02-14 15:55:19:488548,4556.944487,-899248,526,-4344.337842,454.9798071,,,,
2020-02-14 15:55:19:747242,5295.21793,-1048986,532,-5075.949695,462.5347051,,,,
2020-02-14 15:55:20:005547,123.2608696,-7.05E-06,537,49.33976109,468.8304535,,,,
2020-02-14 15:55:20:264365,6121.041104,-1216481,539,-5894.321302,471.3487529,,,,
2020-02-14 15:55:20:523081,6608.932278,-1315436,539,-6377.810136,471.3487529,,,,
2020-02-14 15:55:20:781798,6913.874739,-1377285,540,-6680.00104,472.6079025,,,,
2020-02-14 15:55:21:040493,7290.678287,-1453709,541,-7053.404614,473.8670522,,,,
2020-02-14 15:55:21:303178,7612.359574,-1518953,553,-7372.183307,488.9768483,,,,
2020-02-14 15:55:21:562021,8228.200461,-1643859,557,-7982.467338,494.013447,,,,
2020-02-14 15:55:21:821418,8615.081817,-1722327,567,-8365.857786,506.6049437,,,,
2020-02-14 15:55:22:081624,8781.030391,-1755985,566,-8530.308973,505.3457941,,,,
2020-02-14 15:55:22:340220,8848.3752,-1769644,569,-8597.046116,509.1232431,,,,
2020-02-14 15:55:22:599666,8857.994478,-1771595,572,-8606.578598,512.9006921,,,,
2020-02-14 15:55:22:858366,8838.933417,-1767729,576,-8587.689528,517.9372908,,,,
2020-02-14 15:55:23:116800,123.2608696,-7.05E-06,590,49.33976109,535.5653862,,,,
2020-02-14 15:55:23:375504,9175.627878,-1836018,589,-8921.345928,534.3062366,,,,
2020-02-14 15:55:23:634515,9533.799313,-1908663,594,-9276.28551,540.6019849,,,,
2020-02-14 15:55:23:893547,9560.260957,-1914030,598,-9302.508385,545.6385836,,,,
2020-02-14 15:55:24:152958,9997.753226,-2002763,605,-9736.053074,554.4526313,,,,
2020-02-14 15:55:24:411774,10366.08136,-2077468.001,615,-10101.05771,567.0441281,,,,
2020-02-14 15:55:24:670365,3493.62227,-683583.0001,925,-3290.610194,957.380527,,,,
2020-02-14 15:55:24:930142,72.38371304,10319,933,99.75784288,967.4537244,,,,
2020-02-14 15:55:25:194037,250.5696261,-25821,939,-76.82026302,975.0086225,,,,
2020-02-14 15:55:25:452989,178.1908435,-11141,982,-5.094568664,1029.152058,,,,
2020-02-14 15:55:25:713834,155.210087,-6480.000009,926,17.67882787,958.6396767,,,,
2020-02-14 15:55:25:972624,237.3264783,-23135.00001,933,-63.69661079,967.4537244,,,,
2020-02-14 15:55:26:233297,239.8903043,-23654.99999,956,-66.23730288,996.4141669,,,,
2020-02-14 15:55:26:492037,152.4687652,-5923.999996,921,20.39541418,952.3439283,,,,
2020-02-14 15:55:26:752921,137.3569826,-2858.999998,929,35.37084014,962.4171257,,,,
2020-02-14 15:55:27:012972,159.0410348,-7257.000004,959,13.88244748,1000.191616,,,,
2020-02-14 15:55:27:271634,159.3812348,-7326.000004,978,13.54531717,1024.11546,,,,
2020-02-14 15:55:27:531887,137.3224696,-2852.000007,923,35.40504172,954.8622277,,,,
2020-02-14 15:55:27:790433,138.5994522,-3111.000005,931,34.13958159,964.9354251,,,,
2020-02-14 15:55:28:049974,143.9046,-4187,964,28.8823032,1006.487364,,,,
2020-02-14 15:55:28:308653,136.5286696,-2691.000007,927,36.1916791,959.8988264,,,,
2020-02-14 15:55:28:567392,127.200287,-799.0000088,928,45.43588984,961.157976,,,,
2020-02-14 15:55:28:826161,139.5066522,-3295.000005,958,33.24056743,998.9324663,,,,
2020-02-14 15:55:29:085045,-50.61091304,35265,926,221.6426638,958.6396767,,,,
2020-02-14 15:55:29:346785,123.2608696,-7.05E-06,852,49.33976109,865.4626008,,,,
2020-02-14 15:55:29:605460,-865.2469304,200491,765,1028.928057,755.9165792,,,,
2020-02-14 15:55:29:864234,-831.0149217,193548,703,995.0049309,677.8492994,,,,
2020-02-14 15:55:30:122897,-772.175113,181614,675,936.6960456,642.5931085,,,,
2020-02-14 15:55:30:381609,-642.0412174,155220,658,807.7363742,621.1875641,,,,
2020-02-14 15:55:30:640974,-19.77597391,29011,661,191.0859545,624.9650131,,,,
2020-02-14 15:55:30:899586,194.2048957,-14389.00001,650,-20.96412286,611.1143667,,,,
2020-02-14 15:55:31:158303,193.4751913,-14241,644,-20.24100273,603.5594686,,,,
2020-02-14 15:55:31:415687,123.2608696,-7.05E-06,653,49.33976109,614.8918157,,,,
2020-02-14 15:55:31:674419,179.5072696,-11408.00001,652,-6.399116387,613.632666,,,,
2020-02-14 15:55:31:933091,176.8300435,-10865,645,-3.746047434,604.8186183,,,,
2020-02-14 15:55:32:191872,175.7897217,-10653.99999,641,-2.715112666,599.7820196,,,,
2020-02-14 15:55:32:451330,179.1276261,-11331,647,-6.022898487,607.3369176,,,,
2020-02-14 15:55:32:710624,178.7824957,-11261.00001,633,-5.680882267,589.7088222,,,,
2020-02-14 15:55:32:970065,176.337,-10765,640,-3.257452764,598.5228699,,,,
2020-02-14 15:55:33:229437,177.5153739,-11004,651,-4.425193961,612.3735163,,,,
2020-02-14 15:55:33:488234,177.5991913,-11021,651,-4.50825506,612.3735163,,,,
2020-02-14 15:55:33:746982,176.0904783,-10715.00001,650,-3.013155479,611.1143667,,,,
2020-02-14 15:55:37:237661,177.3822522,-10977.00001,636,-4.293273445,593.4862712,,,,
2020-02-14 15:55:37:496505,178.0478609,-11112.00001,637,-4.952876224,594.7454209,,,,
2020-02-14 15:55:37:755188,177.5794696,-11017.00001,635,-4.488711313,592.2271216,,,,
2020-02-14 15:55:38:013964,173.2357565,-10136,638,-0.184192405,596.0045706,,,,
2020-02-14 15:55:38:272674,177.1801043,-10935.99999,639,-4.092949566,597.2637203,,,,
2020-02-14 15:55:38:532106,176.6180348,-10822,643,-3.535951731,602.300319,,,,
2020-02-14 15:55:38:791523,177.5301652,-11007,643,-4.439851796,602.300319,,,,
2020-02-14 15:55:39:050065,177.9393913,-11090,637,-4.845385367,594.7454209,,,,
2020-02-14 15:55:39:309451,178.8712435,-11279,638,-5.768829278,596.0045706,,,,
2020-02-14 15:55:39:568050,177.8309217,-11067.99999,639,-4.73789451,597.2637203,,,,
2020-02-14 15:55:39:825662,123.2608696,-7.05E-06,638,49.33976109,596.0045706,,,,
2020-02-14 15:55:40:084345,178.7282609,-11250.00001,635,-5.627136839,592.2271216,,,,
2020-02-14 15:55:40:343107,177.7125913,-11044,636,-4.620631829,593.4862712,,,,
2020-02-14 15:55:40:601761,176.3665826,-10771,638,-3.286768435,596.0045706,,,,
2020-02-14 15:55:40:860356,175.7897217,-10653.99999,639,-2.715112666,597.2637203,,,,
2020-02-14 15:55:41:119748,176.1102,-10719,645,-3.032699226,604.8186183,,,,
2020-02-14 15:55:41:378376,177.2935043,-10958.99999,644,-4.205326335,603.5594686,,,,
2020-02-14 15:55:41:637026,177.6534261,-11032,643,-4.562000488,602.300319,,,,
2020-02-14 15:55:45:989680,179.093113,-11323.99999,698,-5.988696805,671.553551,,,,
2020-02-14 15:55:46:248364,3051.381991,-593886.9999,677,-2852.360337,645.1114079,,,,
2020-02-14 15:55:46:508360,175.9376348,-10684,671,-2.861691117,637.5565098,,,,
2020-02-14 15:55:46:765504,123.2608696,-7.05E-06,657,49.33976109,619.9284144,,,,
2020-02-14 15:55:47:024221,2232.269139,-427753,667,-2040.638505,632.5199111,,,,
2020-02-14 15:55:47:283080,4066.361296,-799747.0001,691,-3858.181281,662.7395033,,,,
2020-02-14 15:55:47:541875,5128.889713,-1015251,783,-4911.122291,778.5812733,,,,
2020-02-14 15:55:47:800504,3538.015904,-692586.9999,926,-3334.603255,958.6396767,,,,
2020-02-14 15:55:48:059974,305.6524435,-36993,927,-131.4060571,959.8988264,,,,
2020-02-14 15:55:48:318653,752.7738522,-127679,957,-574.4929999,997.6733166,,,,
2020-02-14 15:55:48:575502,123.2608696,-7.05E-06,925,49.33976109,957.380527,,,,
2020-02-14 15:55:48:834399,699.9590348,-116967,934,-522.1547411,968.7128741,,,,
2020-02-14 15:55:49:093090,519.337487,-80333.00001,956,-343.1629777,996.4141669,,,,
2020-02-14 15:55:49:351825,397.3042957,-55582.00001,925,-222.2309163,957.380527,,,,
2020-02-14 15:55:49:610464,373.6283478,-50779.99999,932,-198.7686012,966.1945747,,,,
2020-02-14 15:55:49:869967,362.9539565,-48615,963,-188.1905271,1005.228215,,,,
2020-02-14 15:55:50:128355,414.4375565,-59057,926,-239.2095803,958.6396767,,,,
2020-02-14 15:55:50:386812,123.2608696,-7.05E-06,930,49.33976109,963.6762754,,,,
2020-02-14 15:55:50:645577,269.2855565,-29617,960,-95.36731583,1001.450766,,,,
2020-02-14 15:55:50:904466,305.3418261,-36930,956,-131.0982425,996.4141669,,,,
2020-02-14 15:55:51:163221,280.9016609,-31973.00001,911,-106.8786058,939.7524316,,,,
2020-02-14 15:55:51:421936,214.6514087,-18536,956,-41.22614289,996.4141669,,,,
2020-02-14 15:55:51:680464,234.1118348,-22483,974,-60.51097367,1019.078861,,,,
2020-02-14 15:55:51:939874,228.4369043,-21331.99999,923,-54.8872492,954.8622277,,,,
2020-02-14 15:55:52:198403,218.4527739,-19307,926,-44.99320761,958.6396767,,,,
2020-02-14 15:55:52:457145,221.4258261,-19910,963,-47.93943336,1005.228215,,,,
2020-02-14 15:55:52:715390,123.2608696,-7.05E-06,929,49.33976109,962.4171257,,,,
2020-02-14 15:55:53:229629,211.9939043,-17996.99999,956,-38.59261768,996.4141669,,,,
2020-02-14 15:55:53:488445,185.783713,-12680.99999,856,-12.61892618,870.4991995,,,,
2020-02-14 15:55:53:745462,123.2608696,-7.05E-06,776,49.33976109,769.7672256,,,,
2020-02-14 15:55:54:004207,164.5384696,-8372.000007,755,8.434617134,743.3250824,,,,
2020-02-14 15:55:54:262890,173.6548435,-10221,720,-0.599497899,699.2548439,,,,
2020-02-14 15:55:54:521626,175.8981913,-10676,707,-2.822603523,682.8858981,,,,
2020-02-14 15:55:54:781087,177.8605043,-11073.99999,706,-4.76721018,681.6267484,,,,
2020-02-14 15:55:55:039719,176.7511565,-10849,694,-3.667872247,666.5169523,,,,
2020-02-14 15:55:55:298311,176.6969217,-10837.99999,694,-3.614126819,666.5169523,,,,
2020-02-14 15:55:55:555588,123.2608696,-7.05E-06,691,49.33976109,662.7395033,,,,
2020-02-14 15:55:55:814440,177.8605043,-11073.99999,699,-4.76721018,672.8127007,,,,
2020-02-14 15:55:56:073371,174.4585043,-10383.99999,700,-1.395907107,674.0718504,,,,
2020-02-14 15:55:56:333152,175.7256261,-10641,671,-2.651595414,637.5565098,,,,
2020-02-14 15:55:56:592611,177.2491304,-10949.99999,680,-4.161352829,648.8888569,,,,
2020-02-14 15:55:56:851306,177.732313,-11047.99999,696,-4.640175576,669.0352517,,,,
2020-02-14 15:55:57:110266,123.2608696,-7.05E-06,701,49.33976109,675.331,,,,
2020-02-14 15:55:57:624674,-2537.926513,539747,656,2686.514717,618.6692647,,,,
2020-02-14 15:55:57:884718,-3254.496183,685083.0001,659,3396.618636,622.4467137,,,,
2020-02-14 15:55:58:143510,-3853.918722,806659.0001,649,3990.632465,609.855217,,,,
2020-02-14 15:55:58:402184,-4009.404913,838195,640,4144.715673,598.5228699,,,,
2020-02-14 15:55:58:661574,-4278.256591,892723.9999,636,4411.141449,593.4862712,,,,
2020-02-14 15:55:58:920110,-4278.187565,892710,625,4411.073045,579.6356248,,,,
2020-02-14 15:55:59:179603,-3244.694478,683094.9999,657,3386.905373,619.9284144,,,,
2020-02-14 15:55:59:438150,58.60314783,13114,678,113.4140633,646.3705575,,,,
2020-02-14 15:55:59:696827,123.2608696,-7.05E-06,686,49.33976109,656.4437549,,,,
2020-02-14 15:56:01:685020,176.8053913,-10860,690,-3.721617676,661.4803536,,,,
2020-02-14 15:56:01:943623,176.6131043,-10820.99999,687,-3.53106572,657.7029046,,,,
2020-02-14 15:56:02:202438,174.7987043,-10452.99999,695,-1.733037415,667.776102,,,,
2020-02-14 15:56:02:461911,174.4387826,-10380,664,-1.37636336,628.7424621,,,,
2020-02-14 15:56:02:721466,177.2639217,-10952.99999,694,-4.176010664,666.5169523,,,,
2020-02-14 15:56:02:981553,176.6278957,-10824.00001,696,-3.545723654,669.0352517,,,,
2020-02-14 15:56:03:240142,156.1813826,-6676.999998,692,16.71629647,663.998653,,,,
2020-02-14 15:56:03:499662,194.8261304,-14514.99999,696,-21.57975204,669.0352517,,,,
2020-02-14 15:56:03:758340,504.4623652,-77316,690,-328.4220771,661.4803536,,,,
2020-02-14 15:56:04:017093,670.115113,-110914,697,-492.580107,670.2944013,,,,
2020-02-14 15:56:04:275778,1410.025461,-260984,696,-1225.814096,669.0352517,,,,
2020-02-14 15:56:04:534742,2780.839174,-539015,713,-2584.258682,690.4407961,,,,
2020-02-14 15:56:04:793465,3358.622035,-656202,713,-3156.828093,690.4407961,,,,
2020-02-14 15:56:05:052223,4045.066748,-795428,977,-3837.078878,1022.85631,,,,
2020-02-14 15:56:05:310938,468.2680435,-69975,925,-292.554344,957.380527,,,,
2020-02-14 15:56:05:569608,615.2640261,-99789,934,-438.2239524,968.7128741,,,,
2020-02-14 15:56:05:828342,608.4550957,-98408.00001,964,-431.4764604,1006.487364,,,,
2020-02-14 15:56:06:085581,123.2608696,-7.05E-06,919,49.33976109,949.825629,,,,
2020-02-14 15:56:06:599906,268.6643217,-29490.99999,924,-94.75168656,956.1213773,,,,
2020-02-14 15:56:06:858570,350.5391217,-46096.99999,927,-175.8877138,959.8988264,,,,
2020-02-14 15:56:07:115558,123.2608696,-7.05E-06,965,49.33976109,1007.746514,,,,
2020-02-14 15:56:07:374485,288.3071739,-33475,922,-114.2172974,953.603078,,,,
2020-02-14 15:56:07:633196,285.4031478,-32885.99999,931,-111.3394749,964.9354251,,,,
2020-02-14 15:56:07:892068,261.5497043,-28047.99999,963,-87.70126578,1005.228215,,,,
2020-02-14 15:56:08:151580,229.102513,-21466.99999,943,-55.54685198,980.0452212,,,,
2020-02-14 15:56:08:411010,155.6094522,-6561.000005,918,17.28306622,948.5664793,,,,
2020-02-14 15:56:08:669549,124.1483478,-179.9999947,943,48.46029078,980.0452212,,,,
2020-02-14 15:56:08:928357,107.5032,3196,846,64.95524608,857.9077028,,,,
2020-02-14 15:56:09:187041,140.6110696,-3519.000007,761,32.14611541,750.8799805,,,,
2020-02-14 15:56:13:384164,172.0228696,-9890.000007,587,1.017750373,531.7879372,,,,
2020-02-14 15:56:13:642851,174.7494,-10443,592,-1.684177997,538.0836856,,,,
2020-02-14 15:56:13:901502,175.5037565,-10596,587,-2.431727787,531.7879372,,,,
2020-02-14 15:56:14:160074,175.6861826,-10633,578,-2.61250782,520.4555901,,,,
2020-02-14 15:56:14:419414,175.1980696,-10534.00001,581,-2.128799161,524.2330392,,,,
2020-02-14 15:56:14:678098,176.3567217,-10768.99999,570,-3.276996512,510.3823928,,,,
2020-02-14 15:56:14:935405,123.2608696,-7.05E-06,588,49.33976109,533.0470869,,,,
2020-02-14 15:56:15:451099,174.5669739,-10406,591,-1.503397964,536.8245359,,,,
2020-02-14 15:56:15:710439,174.069,-10305,586,-1.009917382,530.5287875,,,,
2020-02-14 15:56:15:971090,175.0304348,-10500,588,-1.962676964,533.0470869,,,,
2020-02-14 15:56:16:229669,172.935,-10075,589,0.113850309,534.3062366,,,,
2020-02-14 15:56:16:488310,175.9721478,-10690.99999,587,-2.895892699,531.7879372,,,,
2020-02-14 15:56:16:747035,175.6812522,-10632.00001,586,-2.607621908,530.5287875,,,,
2020-02-14 15:56:17:006881,175.124113,-10518.99999,588,-2.055509887,533.0470869,,,,
2020-02-14 15:56:17:265598,175.9918696,-10695.00001,585,-2.915436545,529.2696379,,,,
2020-02-14 15:56:17:524430,177.5005826,-11001,585,-4.410536126,529.2696379,,,,
2020-02-14 15:56:17:783202,176.1792261,-10733,588,-3.10110249,533.0470869,,,,
2020-02-14 15:56:18:041984,176.1545739,-10728,590,-3.076672732,535.5653862,,,,
2020-02-14 15:56:18:301458,175.5678522,-10609.00001,588,-2.495245139,533.0470869,,,,
2020-02-14 15:56:18:560057,173.9408087,-10279,590,-0.882882778,535.5653862,,,,
2020-02-14 15:56:18:819428,175.055087,-10505.00001,586,-1.987106722,530.5287875,,,,
2020-02-14 15:56:19:078126,181.1244522,-11736.00001,587,-8.001706825,531.7879372,,,,
2020-02-14 15:56:19:336880,170.1640957,-9513.00001,586,2.859752184,530.5287875,,,,
2020-02-14 15:56:19:595484,173.0040261,-10089,585,0.045447045,529.2696379,,,,
2020-02-14 15:56:19:854326,154.1155304,-6257.999993,583,18.76350807,526.7513385,,,,
2020-02-14 15:56:20:112985,172.7673652,-10041,579,0.279972506,521.7147398,,,,
2020-02-14 15:56:20:372920,219.4881652,-19517,580,-46.01925636,522.9738895,,,,
2020-02-14 15:56:20:631589,384.4112087,-52967,584,-209.4541662,528.0104882,,,,
2020-02-14 15:56:20:890191,494.3697652,-75269,581,-318.4205447,524.2330392,,,,
2020-02-14 15:56:21:149651,593.6588609,-95407.00001,584,-416.813735,528.0104882,,,,
2020-02-14 15:56:21:408389,903.7782783,-158306,584,-724.1348828,528.0104882,,,,
2020-02-14 15:56:21:667126,1529.332122,-285182.0001,584,-1344.044229,528.0104882,,,,
2020-02-14 15:56:21:925516,123.2608696,-7.05E-06,586,49.33976109,530.5287875,,,,
2020-02-14 15:56:22:184241,3007.155991,-584916.9999,591,-2808.533397,536.8245359,,,,
2020-02-14 15:56:22:442964,3463.778348,-677530,598,-3261.035559,545.6385836,,,,
2020-02-14 15:56:22:702198,3682.595974,-721911,599,-3477.87875,546.8977333,,,,
2020-02-14 15:56:22:961603,3851.631,-756195,607,-3645.388539,556.9709307,,,,
2020-02-14 15:56:23:221881,4240.37113,-835039.9999,601,-4030.620989,549.4160326,,,,
2020-02-14 15:56:23:480433,4355.339009,-858358.0001,604,-4144.55149,553.1934817,,,,
2020-02-14 15:56:23:739909,4718.357061,-931986,609,-4504.293958,559.48923,,,,
2020-02-14 15:56:23:998440,4866.837104,-962100.9999,606,-4651.434235,555.711781,,,,
2020-02-14 15:56:24:255596,123.2608696,-7.05E-06,621,49.33976109,574.5990261,,,,
2020-02-14 15:56:24:514403,5251.110261,-1040040,622,-5032.240019,575.8581758,,,,
2020-02-14 15:56:24:773194,5629.195722,-1116724,622,-5406.913939,575.8581758,,,,
2020-02-14 15:56:25:031866,5891.746304,-1169975,618,-5667.095475,570.8215771,,,,
2020-02-14 15:56:25:295452,6048.583435,-1201785,617,-5822.517433,569.5624274,,,,
2020-02-14 15:56:25:554357,6260.010339,-1244667,630,-6032.036589,585.9313732,,,,
2020-02-14 15:56:25:813156,6470.081374,-1287274,633,-6240.212111,589.7088222,,,,
2020-02-14 15:56:26:072244,6977.827409,-1390256,640,-6743.376652,598.5228699,,,,
2020-02-14 15:56:26:331578,7181.981922,-1431663,650,-6945.689038,611.1143667,,,,
2020-02-14 15:56:26:589932,7237.355635,-1442894,655,-7000.563103,617.410115,,,,
2020-02-14 15:56:26:848888,7605.644322,-1517591,666,-7365.528648,631.2607615,,,,
2020-02-14 15:56:27:107670,7877.77967,-1572786,686,-7635.208464,656.4437549,,,,
2020-02-14 15:56:27:366326,7873.500052,-1571918,706,-7630.967462,681.6267484,,,,
2020-02-14 15:56:27:625992,7805.706574,-1558168,706,-7563.785698,681.6267484,,,,
2020-02-14 15:56:27:885408,7680.330548,-1532739,714,-7439.540965,691.6999458,,,,
2020-02-14 15:56:28:145181,7829.150791,-1562923,935,-7587.018373,969.9720238,,,,
2020-02-14 15:56:28:403829,256.2100435,-26965,932,-82.4097858,966.1945747,,,,
2020-02-14 15:56:28:662645,300.8008957,-36009.00001,965,-126.5982858,1007.746514,,,,
2020-02-14 15:56:28:922171,286.4188174,-33092,924,-112.3459799,956.1213773,,,,
2020-02-14 15:56:29:181622,221.9533826,-20017,933,-48.46222961,967.4537244,,,,
2020-02-14 15:56:29:440142,136.2377739,-2631.999997,968,36.47994999,1011.523963,,,,
2020-02-14 15:56:29:699459,102.4840174,4213.999998,924,69.92913959,956.1213773,,,,
2020-02-14 15:56:29:958161,112.5075913,2181.000001,941,59.9960104,977.5269218,,,,
2020-02-14 15:56:30:215447,123.2608696,-7.05E-06,952,49.33976109,991.3775682,,,,
2020-02-14 15:56:30:474094,177.8999478,-11081.99999,926,-4.806297774,958.6396767,,,,
2020-02-14 15:56:30:732783,182.6578174,-12047,958,-9.521236164,998.9324663,,,,
2020-02-14 15:56:30:991571,303.8479043,-36626.99999,926,-129.6178007,958.6396767,,,,
2020-02-14 15:56:31:251013,207.216313,-17027.99999,928,-33.85813554,961.157976,,,,
2020-02-14 15:56:31:509593,173.3195739,-10153,963,-0.267253504,1005.228215,,,,
2020-02-14 15:56:31:768240,170.3070783,-9542.000008,924,2.718059745,956.1213773,,,,
2020-02-14 15:56:32:027562,171.5495478,-9793.999995,926,1.486801296,958.6396767,,,,
2020-02-14 15:56:32:285554,123.2608696,-7.05E-06,961,49.33976109,1002.709915,,,,
2020-02-14 15:56:32:544362,168.1820609,-9111.000006,921,4.823902688,952.3439283,,,,
2020-02-14 15:56:32:803971,174.5324609,-10399.00001,931,-1.469196382,964.9354251,,,,
2020-02-14 15:56:33:062685,174.5620435,-10405,938,-1.498512052,973.7494728,,,,
2020-02-14 15:56:33:321378,173.5217217,-10193.99999,816,-0.467577284,820.1332126,,,,
2020-02-14 15:56:33:579977,177.209687,-10942.00001,711,-4.122265335,687.9224968,,,,
2020-02-14 15:56:33:838585,174.3451043,-10360.99999,655,-1.283530338,617.410115,,,,
2020-02-14 15:56:34:097433,175.4988261,-10595,619,-2.426841875,572.0807268,,,,
2020-02-14 15:56:34:356508,123.2608696,-7.05E-06,587,49.33976109,531.7879372,,,,
2020-02-14 15:56:34:614876,172.7476435,-10037,563,0.299516253,501.568345,,,,
2020-02-14 15:56:34:874435,177.0814957,-10916.00001,549,-3.995230731,483.9402496,,,,
2020-02-14 15:56:35:132953,173.6006087,-10210,540,-0.545752471,472.6079025,,,,
2020-02-14 15:56:35:391609,174.8825217,-10469.99999,528,-1.816098513,457.4981064,,,,
2020-02-14 15:56:35:649874,176.2433217,-10745.99999,523,-3.164619743,451.2023581,,,,
2020-02-14 15:56:35:908417,177.6879391,-11038.99999,517,-4.596202071,443.64746,,,,
2020-02-14 15:56:36:165452,123.2608696,-7.05E-06,516,49.33976109,442.3883104,,,,
2020-02-14 15:56:36:679684,176.0658261,-10710,512,-2.988725721,437.3517117,,,,
2020-02-14 15:56:36:938363,178.8564522,-11276.00001,507,-5.754171443,431.0559633,,,,
2020-02-14 15:56:37:197010,172.5800087,-10003,504,0.465638451,427.2785143,,,,
2020-02-14 15:56:38:895133,177.8555739,-11073,507,-4.762324268,431.0559633,,,,
2020-02-14 15:56:39:154898,178.8515217,-11274.99999,501,-5.749285432,423.5010652,,,,
2020-02-14 15:56:39:413644,171.0614348,-9695.000004,506,1.970509955,429.7968136,,,,
2020-02-14 15:56:39:672540,176.2334609,-10744.00001,505,-3.154847919,428.5376639,,,,
2020-02-14 15:56:39:931991,177.3082957,-10962.00001,507,-4.219984269,431.0559633,,,,
2020-02-14 15:56:40:190592,175.2670957,-10548.00001,488,-2.197202425,407.1321195,,,,
2020-02-14 15:56:40:449915,177.0026087,-10900,507,-3.917055544,431.0559633,,,,
2020-02-14 15:56:40:708542,176.4701217,-10791.99999,505,-3.389373281,428.5376639,,,,
2020-02-14 15:56:40:967211,175.8291652,-10662,505,-2.75420026,428.5376639,,,,
2020-02-14 15:56:41:225938,175.8242348,-10661,504,-2.749314348,427.2785143,,,,
2020-02-14 15:56:41:484731,177.5252348,-11006,500,-4.434965884,422.2419156,,,,
2020-02-14 15:56:41:743496,178.412713,-11185.99999,510,-5.314436191,434.8334123,,,,
2020-02-14 15:56:42:002173,175.962287,-10689.00001,502,-2.886120875,424.7602149,,,,
2020-02-14 15:56:42:261657,174.1133739,-10314,505,-1.053890888,428.5376639,,,,
2020-02-14 15:56:42:520213,176.9138609,-10882.00001,504,-3.829108533,427.2785143,,,,
2020-02-14 15:56:42:779626,175.9228435,-10681,503,-2.847033281,426.0193646,,,,
2020-02-14 15:56:43:038392,177.3033652,-10961,486,-4.215098258,404.6138201,,,,
2020-02-14 15:56:43:297067,173.6252609,-10215.00001,508,-0.570182229,432.315113,,,,
2020-02-14 15:56:43:556011,176.2778348,-10753,500,-3.198821424,422.2419156,,,,
2020-02-14 15:56:43:815238,178.5852783,-11221.00001,499,-5.485444399,420.9827659,,,,
2020-02-14 15:56:44:269330,177.0568435,-10911,501,-3.970800973,423.5010652,,,,
2020-02-14 15:56:44:528892,175.9425652,-10685,509,-2.866577029,433.5742626,,,,
2020-02-14 15:56:44:787541,173.4329739,-10176,500,-0.379630273,422.2419156,,,,
2020-02-14 15:56:45:045627,123.2608696,-7.05E-06,499,49.33976109,420.9827659,,,,
2020-02-14 15:56:45:304434,175.5678522,-10609.00001,503,-2.495245139,426.0193646,,,,
