timestamp,bme_pressure,analogue_pressure
2020-02-18 15:41:56:708373,856.5117416845517,834
2020-02-18 15:41:57:009494,856.4477856859137,828
2020-02-18 15:41:57:310994,856.2989965640065,825
2020-02-18 15:41:57:611933,856.4097748234631,823
2020-02-18 15:41:57:912810,856.269634887063,828
2020-02-18 15:41:58:213899,856.8611677620631,835
2020-02-18 15:41:58:514863,856.9943865351726,838
2020-02-18 15:41:58:815654,857.3056541367102,831
2020-02-18 15:41:59:116698,857.6757439998111,832
2020-02-18 15:41:59:417511,857.6100778801732,832
2020-02-18 15:41:59:718684,857.172399455326,832
2020-02-18 15:42:00:019670,857.3281061731446,815
2020-02-18 15:42:00:320042,857.5357014121007,827
2020-02-18 15:42:00:621178,857.5979384835279,828
2020-02-18 15:42:00:921962,857.5495388841257,819
2020-02-18 15:42:01:222887,857.6775357258948,808
2020-02-18 15:42:01:523822,857.777857859412,821
2020-02-18 15:42:01:824880,938.7676494880487,912
2020-02-18 15:42:02:125963,972.241743047009,934
2020-02-18 15:42:02:426923,989.2879097101563,947
2020-02-18 15:42:02:727928,990.8500607234876,948
2020-02-18 15:42:03:028712,990.9100190568586,948
2020-02-18 15:42:03:329912,990.9283249821835,948
2020-02-18 15:42:03:630966,990.8950326150272,948
2020-02-18 15:42:03:931937,990.9057621917417,948
2020-02-18 15:42:04:232885,990.9033166942779,948
2020-02-18 15:42:04:533911,990.9519236582539,948
2020-02-18 15:42:04:835020,990.9338572615576,949
2020-02-18 15:42:05:136064,990.907822452433,948
2020-02-18 15:42:05:436695,990.9209974840468,948
2020-02-18 15:42:05:737728,990.9039554855383,948
2020-02-18 15:42:06:039009,990.9171304830417,948
2020-02-18 15:42:06:340177,990.9292804466496,948
2020-02-18 15:42:06:641410,990.9643096571452,948
2020-02-18 15:42:06:943342,990.9292804466496,948
2020-02-18 15:42:07:244410,990.9206019008436,947
2020-02-18 15:42:07:545264,990.992396519037,948
2020-02-18 15:42:07:846179,990.954209660933,947
2020-02-18 15:42:08:147314,990.9299089517892,948
2020-02-18 15:42:08:448319,990.9524738955108,948
2020-02-18 15:42:08:749494,990.9663600209709,948
2020-02-18 15:42:09:050590,990.9202053521026,948
